,ReserveStatus,Male,Price,CouponDiscount,Domestic,TripReason,Vehicle,Cancel,From_encoded,to_encoded,Days_Difference,Family_Members,Ticket_Count
5746,3,1,1250000.0,0.0,1,1,0,0,150,190,2,1,1
5747,2,0,70000.0,0.0,1,0,3,0,70,169,2,1,1
5748,2,1,70000.0,0.0,1,0,3,0,169,70,1,1,1
5749,3,1,830000.0,0.0,1,1,0,0,40,70,1,1,1
5750,4,1,1635500.0,0.0,1,1,3,1,65,70,23,1,1
5751,4,1,7200000.0,0.0,1,1,3,1,70,189,1,1,1
5752,5,0,8833000.0,0.0,1,0,2,0,70,65,2,1,1
5753,2,0,2090500.0,0.0,1,0,3,0,189,70,3,1,3
5754,5,0,13050000.0,50000.0,1,0,2,0,189,242,10,1,1
5755,3,1,690000.0,0.0,1,0,0,0,240,14,1,1,2
5756,2,0,70000.0,0.0,1,0,3,0,70,169,0,1,1
5757,2,0,3584500.0,0.0,1,1,3,0,70,241,2,1,2
5758,5,1,13532000.0,0.0,1,0,2,0,189,65,3,1,2
5759,2,0,70000.0,0.0,1,0,3,0,70,169,2,1,1
5760,3,1,2520000.0,0.0,1,1,0,0,145,70,1,1,1
5761,2,1,2156500.0,0.0,1,1,3,0,56,263,1,1,1
5762,3,1,1810000.0,0.0,1,1,0,0,70,263,0,1,1
5763,3,1,1470000.0,0.0,1,0,0,0,27,220,16,1,1
5764,3,0,1220000.0,0.0,1,1,0,0,117,70,0,1,1
5765,5,1,1111000.0,0.0,1,0,2,1,189,70,22,1,1
5766,5,1,1690000.0,0.0,1,1,0,1,70,65,0,1,1
5767,5,0,9289000.0,0.0,1,1,2,0,70,145,23,1,1
5768,3,1,1300000.0,0.0,1,1,0,0,117,169,0,1,1
5769,4,1,3043500.0,0.0,1,1,3,1,70,84,6,1,1
5770,3,0,690000.0,0.0,1,1,0,0,27,14,1,1,1
5771,2,1,1955500.0,0.0,1,0,3,0,189,104,14,2,4
5772,2,0,376500.0,0.0,1,1,3,0,165,117,0,1,2
5773,3,0,1170000.0,0.0,1,1,0,0,70,22,0,1,1
5774,3,1,2480000.0,0.0,1,0,0,0,70,145,0,1,2
5775,4,1,1553000.0,0.0,1,0,3,1,70,189,11,1,1
5776,3,0,1080000.0,0.0,1,1,0,0,240,49,0,1,1
5777,3,1,2500000.0,0.0,1,1,0,0,70,132,0,1,1
5778,3,1,1280000.0,0.0,1,0,0,0,119,169,0,1,1
5779,3,1,2480000.0,15000.0,1,1,0,0,70,145,1,1,1
5780,3,1,3000000.0,0.0,1,1,0,0,110,263,0,1,1
5781,3,1,2590000.0,0.0,1,0,0,0,27,115,1,1,2
5782,5,0,8809000.0,0.0,1,0,2,0,189,119,6,2,5
5783,5,0,3219000.0,0.0,1,0,2,0,189,110,4,1,2
5784,5,0,10167000.0,0.0,1,0,2,0,27,189,27,1,1
5785,2,1,2858500.0,0.0,1,0,3,0,189,27,16,2,3
5786,3,1,1170000.0,0.0,1,0,0,0,134,70,1,1,3
5787,2,0,4337000.0,0.0,1,0,3,0,189,27,22,2,2
5788,5,0,800000.0,0.0,1,1,0,1,58,145,0,1,1
5789,2,0,4000000.0,0.0,1,0,3,0,169,189,13,2,4
5790,2,0,7200000.0,0.0,1,0,3,0,189,70,4,2,2
5791,2,1,1153000.0,0.0,1,0,3,0,119,189,14,2,3
5792,3,1,1300000.0,0.0,1,0,0,0,153,145,3,1,1
5793,3,1,1820000.0,0.0,1,0,0,0,190,241,0,1,1
5794,3,0,2575000.0,0.0,1,1,0,0,33,70,5,1,1
5795,2,0,1553000.0,0.0,1,0,3,0,70,189,5,1,4
5796,3,0,1220000.0,0.0,1,1,0,0,70,27,4,1,3
5797,3,0,600000.0,0.0,1,1,0,0,241,263,0,1,1
5798,2,1,2855000.0,0.0,1,0,3,0,189,240,14,1,1
5799,3,0,1200000.0,0.0,1,1,0,0,207,70,0,1,1
5800,2,1,70000.0,0.0,1,0,3,0,169,70,2,1,1
5801,4,0,1553000.0,0.0,1,0,3,1,189,70,2,1,1
5802,2,0,2043000.0,0.0,1,0,3,0,70,189,1,1,2
5803,3,0,1180000.0,0.0,1,0,0,0,70,125,11,1,4
5804,2,0,1536500.0,0.0,1,0,3,0,70,241,20,1,1
5805,3,1,1925000.0,0.0,1,1,0,0,27,130,0,1,1
5806,5,0,13466000.0,0.0,1,0,2,0,189,37,1,2,2
5807,5,1,1010000.0,0.0,1,0,0,1,70,108,2,1,1
5808,5,0,2000000.0,0.0,1,1,0,1,27,33,4,1,1
5809,5,1,9356000.0,0.0,1,1,2,0,33,70,2,1,1
5810,3,1,620000.0,0.0,1,0,0,0,87,70,1,1,1
5811,5,0,1535000.0,0.0,1,1,0,1,145,241,3,1,1
5812,5,0,7982000.0,0.0,1,1,2,0,33,27,6,1,1
5813,2,1,985500.0,0.0,1,1,3,0,241,150,0,1,1
5814,2,1,70000.0,0.0,1,1,3,0,70,169,1,1,1
5815,2,1,3407500.0,0.0,1,0,3,0,70,189,9,2,2
5816,5,1,3160000.0,0.0,1,1,0,1,20,145,0,1,1
5817,5,1,2520000.0,0.0,1,1,0,1,145,70,3,1,1
5818,3,1,1400000.0,0.0,1,1,0,0,31,145,0,1,1
5819,3,1,1810000.0,0.0,1,0,0,0,241,27,0,1,1
5820,5,1,1690000.0,0.0,1,1,0,1,70,65,4,1,1
5821,4,1,1153000.0,0.0,1,0,3,1,119,189,21,1,2
5822,3,1,400000.0,0.0,1,1,0,0,61,65,0,1,1
5823,5,1,10191000.0,0.0,1,0,2,0,70,189,14,1,1
5824,3,1,755000.0,0.0,1,1,0,0,27,263,0,1,1
5825,5,1,1370000.0,0.0,1,1,0,1,241,115,0,1,1
5826,2,0,5367500.0,0.0,1,0,3,0,70,189,2,1,1
5827,2,0,2215000.0,0.0,1,0,3,0,189,14,9,1,1
5828,5,1,11826000.0,0.0,1,0,2,0,145,189,24,2,2
5829,2,0,1622500.0,0.0,1,1,3,0,70,27,0,1,1
5830,2,1,3125000.0,0.0,1,0,3,0,240,189,19,2,2
5831,5,0,13532000.0,427170.0,1,0,2,0,65,189,9,1,1
5832,5,1,10191000.0,0.0,1,1,2,1,70,189,4,1,1
5833,5,1,10191000.0,0.0,1,0,2,0,189,70,6,1,1
5834,3,0,700000.0,0.0,1,0,0,0,132,145,0,1,1
5835,3,1,1360000.0,0.0,1,1,0,0,97,27,3,1,1
5836,3,1,1460000.0,0.0,1,1,0,0,70,65,1,1,1
5837,3,1,1020000.0,0.0,1,1,0,0,263,241,0,1,1
5838,3,1,1000000.0,0.0,1,1,0,0,263,27,1,1,1
5839,3,1,1220000.0,0.0,1,1,0,0,27,70,2,1,1
5840,5,1,13150000.0,0.0,1,1,2,0,56,70,3,1,1
5841,2,0,5033500.0,0.0,1,0,3,0,189,169,5,1,2
5842,3,1,1000000.0,0.0,1,1,0,0,145,263,13,1,1
5843,3,0,1380000.0,0.0,1,1,0,0,190,253,5,1,1
5844,4,0,3014000.0,0.0,1,0,3,1,189,27,13,2,2
5845,2,1,1277000.0,0.0,1,1,3,0,263,70,5,1,1
5846,5,1,1220000.0,0.0,1,1,0,1,27,70,1,1,1
5847,2,0,2542000.0,0.0,1,0,3,0,70,189,49,2,2
5848,2,1,3389000.0,0.0,1,0,3,0,56,189,3,1,1
5849,3,1,280000.0,0.0,1,1,0,0,241,111,0,1,1
5850,5,1,9908000.0,0.0,1,0,2,0,70,0,21,1,1
5851,3,0,400000.0,0.0,1,1,0,0,115,35,0,1,1
5852,3,0,1340000.0,0.0,1,1,0,0,241,233,0,1,1
5853,3,1,1500000.0,0.0,1,1,0,0,63,241,2,1,1
5854,5,1,9357000.0,0.0,1,1,2,0,33,70,1,1,1
5855,3,0,2640000.0,0.0,1,1,0,0,70,259,0,1,1
5856,4,0,2537500.0,0.0,1,0,3,1,70,33,8,1,1
5857,3,0,610000.0,0.0,1,1,0,0,70,39,1,1,1
5858,2,0,1255000.0,0.0,1,0,3,0,110,70,7,1,1
5859,2,0,3518000.0,0.0,1,0,3,0,70,145,21,2,7
5860,2,1,3722500.0,0.0,1,1,3,0,189,240,0,1,1
5861,4,1,1724000.0,0.0,1,1,3,1,65,70,3,1,1
5862,3,1,1625000.0,0.0,1,0,0,0,56,145,0,1,1
5863,5,0,7855000.0,0.0,1,0,2,1,20,70,16,1,1
5864,3,0,1170000.0,0.0,1,1,0,0,134,70,4,1,1
5865,3,1,1690000.0,0.0,1,0,0,0,70,65,0,1,1
5866,3,1,910000.0,0.0,1,1,0,0,145,153,0,1,1
5867,5,0,8287000.0,0.0,1,0,2,0,145,189,0,1,1
5868,3,1,1220000.0,0.0,1,1,0,0,27,70,0,1,1
5869,2,0,40000.0,0.0,1,1,3,0,73,65,0,2,2
5870,3,0,600000.0,0.0,1,1,0,0,35,233,1,1,1
5871,2,0,1914500.0,0.0,1,1,3,0,65,70,0,1,1
5872,5,0,6992000.0,0.0,1,1,2,0,27,33,3,1,2
5873,2,0,2983500.0,0.0,1,0,3,0,70,189,15,1,2
5874,2,0,70000.0,0.0,1,0,3,0,169,70,3,1,2
5875,2,1,3709500.0,0.0,1,0,3,0,241,189,9,1,2
5876,3,1,1080000.0,0.0,1,0,0,0,110,70,1,1,1
5877,2,0,4666000.0,0.0,1,0,3,0,145,189,7,1,1
5878,5,1,2830000.0,0.0,1,0,0,1,190,169,0,1,1
5879,2,1,1981000.0,0.0,1,1,3,0,189,169,2,1,1
5880,3,0,2520000.0,0.0,1,1,0,0,145,70,7,1,2
5881,5,1,11000000.0,0.0,1,1,2,0,115,70,0,1,1
5882,2,0,2040500.0,0.0,1,0,3,0,189,70,5,2,2
5883,3,0,1080000.0,0.0,1,1,0,0,70,110,0,1,1
5884,5,0,9356000.0,0.0,1,1,2,0,70,33,1,1,1
5885,5,1,9119000.0,87500.0,1,0,2,0,189,70,12,1,1
5886,3,0,200000.0,0.0,1,1,0,0,241,111,3,1,1
5887,3,1,940000.0,0.0,1,1,0,0,70,27,14,1,1
5888,3,0,1560000.0,0.0,1,0,0,0,70,82,0,1,1
5889,2,0,2603000.0,0.0,1,1,3,0,70,263,12,1,1
5890,2,0,1855000.0,0.0,1,0,3,0,33,189,15,1,2
5891,3,1,1340000.0,0.0,1,1,0,0,240,27,0,1,1
5892,4,1,304500.0,0.0,1,1,3,1,70,127,0,1,1
5893,2,0,523000.0,0.0,1,1,3,0,77,189,0,1,1
5894,3,1,1000000.0,0.0,1,1,0,0,263,27,0,1,1
5895,5,1,9246000.0,0.0,1,1,2,0,97,70,5,1,1
5896,2,0,3518000.0,0.0,1,1,3,0,145,70,19,1,1
5897,2,0,1897500.0,0.0,1,1,3,0,70,65,6,1,1
5898,5,0,10181000.0,0.0,1,0,2,0,249,27,18,2,2
5899,2,0,2560500.0,62160.0,1,0,3,0,189,70,28,1,1
5900,3,1,1420000.0,0.0,1,1,0,0,119,190,0,1,1
5901,2,0,932500.0,0.0,1,1,3,0,94,70,0,1,1
5902,3,0,300000.0,0.0,1,1,0,0,237,145,0,1,1
5903,2,0,70000.0,0.0,1,0,3,0,169,70,2,1,1
5904,3,1,1220000.0,0.0,1,1,0,0,70,27,0,1,1
5905,5,0,13226000.0,0.0,1,0,2,0,33,189,2,1,2
5906,3,1,2210000.0,0.0,1,1,0,0,33,153,3,1,1
5907,4,0,635000.0,0.0,1,1,3,1,70,117,5,1,2
5908,5,0,7548000.0,0.0,1,1,2,0,70,27,5,1,1
5909,2,0,635000.0,0.0,1,1,3,0,70,117,20,1,1
5910,5,1,1600000.0,0.0,1,1,0,1,59,70,1,1,1
5911,2,1,1172000.0,0.0,1,1,3,0,263,70,1,1,1
5912,3,0,1220000.0,0.0,1,1,0,0,27,70,1,1,1
5913,2,0,1112000.0,0.0,1,1,3,0,70,253,0,1,1
5914,3,1,2600000.0,0.0,1,0,0,0,240,190,3,1,1
5915,2,0,4506000.0,0.0,1,1,3,0,189,33,25,1,1
5916,5,0,13227000.0,0.0,1,0,2,0,33,189,2,1,1
5917,2,1,70000.0,0.0,1,1,3,0,70,169,4,1,1
5918,3,1,1390000.0,0.0,1,1,0,0,65,242,0,1,1
5919,2,1,7200000.0,0.0,1,0,3,0,70,189,33,2,2
5920,2,0,2810500.0,0.0,1,0,3,0,70,189,54,1,2
5921,2,0,2043000.0,0.0,1,1,3,0,70,189,2,1,1
5922,4,0,1623000.0,0.0,1,0,3,1,189,70,43,1,2
5923,2,0,1158500.0,0.0,1,1,3,0,263,70,11,1,1
5924,2,1,4803500.0,0.0,1,0,3,0,189,33,29,1,1
5925,2,0,926500.0,0.0,1,0,3,0,70,200,2,1,1
5926,5,0,12039000.0,0.0,1,0,2,0,35,70,0,1,1
5927,3,0,2515000.0,0.0,1,1,0,0,145,70,4,1,1
5928,4,1,929500.0,0.0,1,1,3,1,189,133,21,1,1
5929,2,1,1553000.0,0.0,1,1,3,0,189,70,2,1,1
5930,3,0,1950000.0,0.0,1,0,0,0,190,119,6,1,4
5931,2,1,865000.0,0.0,1,1,3,0,169,127,1,1,1
5932,2,0,2043000.0,203370.0,1,0,3,0,189,70,11,2,8
5933,4,1,3490000.0,0.0,1,0,3,1,70,145,0,1,1
5934,3,1,1220000.0,0.0,1,1,0,0,27,70,0,1,1
5935,2,0,1143000.0,0.0,1,0,3,0,31,70,21,1,1
5936,3,1,1110000.0,0.0,1,0,0,0,70,87,0,1,1
5937,5,1,10607000.0,10600.0,1,1,2,0,145,233,3,1,1
5938,4,0,635000.0,0.0,1,1,3,1,70,117,1,1,1
5939,3,1,1680000.0,10800.0,1,1,0,0,65,70,0,1,2
5940,3,1,1080000.0,0.0,1,1,0,0,212,70,1,1,1
5941,2,0,3505500.0,0.0,1,0,3,0,33,189,9,1,1
5942,4,0,2272000.0,0.0,1,1,3,1,70,56,9,1,1
5943,2,1,1920500.0,0.0,1,1,3,0,241,70,2,1,1
5944,3,1,1335000.0,0.0,1,1,0,0,27,145,2,1,1
5945,2,0,1756500.0,0.0,1,0,3,0,70,132,5,1,1
5946,3,0,1625000.0,0.0,1,0,0,0,145,56,7,1,1
5947,3,1,1300000.0,0.0,1,1,0,0,211,240,0,1,1
5948,2,0,3125000.0,0.0,1,0,3,0,240,189,23,1,2
5949,3,1,1220000.0,0.0,1,1,0,0,70,27,0,1,1
5950,5,0,9603000.0,116666.66666666669,1,0,2,0,27,249,2,1,1
5951,4,1,1172000.0,6840.0,1,1,3,1,70,263,13,1,1
5952,2,0,1635500.0,0.0,1,0,3,0,65,70,18,1,1
5953,3,0,770000.0,0.0,1,1,0,0,141,263,0,1,1
5954,5,0,7855000.0,0.0,1,0,2,0,70,20,6,1,1
5955,3,0,1120000.0,0.0,1,0,0,0,190,70,2,1,1
5956,3,1,720000.0,0.0,1,1,0,0,220,169,1,1,1
5957,2,1,70000.0,0.0,1,1,3,0,70,169,4,1,1
5958,3,1,1560000.0,0.0,1,1,0,0,70,184,2,1,1
5959,5,0,8295000.0,0.0,1,1,2,0,70,46,14,1,1
5960,3,0,1920000.0,0.0,1,0,0,0,15,70,2,1,1
5961,3,0,1330000.0,0.0,1,1,0,0,27,145,2,1,1
5962,4,1,1553000.0,0.0,1,0,3,1,70,189,6,1,1
5963,2,1,1762000.0,0.0,1,1,3,0,189,70,1,1,1
5964,3,0,800000.0,0.0,1,1,0,0,241,35,0,1,1
5965,2,0,278500.0,0.0,1,0,3,0,189,216,1,1,1
5966,5,0,390000.0,0.0,1,1,0,1,145,76,2,1,1
5967,3,0,1220000.0,0.0,1,1,0,0,70,27,3,1,1
5968,3,1,1980000.0,0.0,1,0,0,0,70,92,1,1,1
5969,3,1,2080000.0,0.0,1,1,0,0,70,97,1,1,1
5970,3,1,1470000.0,0.0,1,1,0,0,70,141,0,1,2
5971,2,0,426500.0,0.0,1,1,3,0,70,127,11,1,1
5972,2,1,70000.0,0.0,1,1,3,0,169,70,2,1,1
5973,2,1,70000.0,0.0,1,1,3,0,70,169,3,1,1
5974,2,0,869500.0,0.0,1,1,3,0,70,117,1,1,1
5975,5,0,13050000.0,0.0,1,0,2,0,242,189,3,1,1
5976,5,0,10191000.0,0.0,1,0,2,0,70,189,50,2,2
5977,2,1,70000.0,0.0,1,1,3,0,169,70,3,1,1
5978,3,1,3200000.0,0.0,1,0,0,0,27,190,0,1,1
5979,5,1,26748070.0,0.0,0,0,1,0,79,23,45,1,1
5980,5,1,1885000.0,0.0,1,0,0,1,263,70,1,1,1
5981,3,1,810000.0,0.0,1,0,0,0,240,29,1,1,2
5982,3,1,1249500.0,0.0,1,1,0,0,27,60,1,1,1
5983,3,1,450000.0,0.0,1,0,0,0,58,0,6,1,2
5984,3,0,3550000.0,0.0,1,0,0,0,145,190,0,1,1
5985,3,1,970000.0,0.0,1,1,0,0,192,70,0,1,1
5986,5,1,9289000.0,69667.5,1,0,2,0,145,70,2,1,1
5987,3,1,2550000.0,0.0,1,1,0,0,92,169,9,1,1
5988,4,1,3667500.0,0.0,1,0,3,1,263,189,23,1,1
5989,2,0,1319000.0,0.0,1,1,3,0,263,70,1,1,1
5990,3,0,650000.0,0.0,1,0,0,0,70,238,1,1,3
5991,2,0,2718500.0,0.0,1,0,3,0,70,189,3,1,1
5992,5,1,1275000.0,0.0,1,1,0,1,33,49,2,1,1
5993,3,1,935000.0,0.0,1,1,0,0,27,70,1,1,1
5994,2,0,869500.0,0.0,1,1,3,0,117,70,1,1,1
5995,5,1,10240000.0,0.0,1,0,2,0,65,189,0,1,1
5996,2,0,1805000.0,0.0,1,0,3,0,33,189,26,2,3
5997,3,1,1180000.0,0.0,1,1,0,0,20,220,0,1,1
5998,5,1,3500000.0,0.0,1,1,0,1,190,145,0,1,1
5999,5,1,1300000.0,0.0,1,1,0,1,145,153,1,1,1
6000,3,1,1080000.0,0.0,1,1,0,0,110,70,1,1,1
6001,2,1,2669000.0,0.0,1,1,3,0,189,70,3,1,1
6002,3,1,1600000.0,0.0,1,1,0,0,110,253,2,1,1
6003,2,0,1723500.0,0.0,1,0,3,0,189,70,6,2,2
6004,2,0,1285500.0,0.0,1,0,3,0,220,70,0,1,1
6005,5,0,10694000.0,10360.0,1,0,2,0,189,241,8,1,1
6006,5,0,10181000.0,0.0,1,0,2,0,249,27,6,2,2
6007,3,1,1220000.0,0.0,1,0,0,0,70,192,3,1,1
6008,3,1,970000.0,0.0,1,1,0,0,70,27,0,1,1
6009,2,0,3106000.0,0.0,1,0,3,0,145,70,25,2,2
6010,5,1,1220000.0,0.0,1,1,0,1,27,70,0,1,1
6011,2,1,3518000.0,0.0,1,1,3,0,145,70,1,1,1
6012,3,1,755000.0,0.0,1,1,0,0,27,263,0,1,1
6013,2,0,2006000.0,0.0,1,0,3,0,70,65,5,1,1
6014,4,1,2696000.0,0.0,1,0,3,1,110,70,9,2,2
6015,2,0,4498500.0,0.0,1,0,3,0,56,189,28,2,2
6016,2,1,2090500.0,0.0,1,1,3,0,70,189,5,1,1
6017,2,0,1319000.0,0.0,1,0,3,0,70,263,1,1,1
6018,3,0,520000.0,0.0,1,0,0,0,70,22,0,1,1
6019,3,1,1220000.0,0.0,1,1,0,0,70,27,0,1,1
6020,2,0,1632000.0,0.0,1,0,3,0,70,189,0,1,1
6021,3,1,1100000.0,132000.0,1,1,0,0,56,76,0,1,2
6022,2,1,2095000.0,0.0,1,0,3,0,263,189,24,2,3
6023,3,1,1150000.0,0.0,1,1,0,0,55,70,0,1,1
6024,3,1,2520000.0,0.0,1,1,0,0,70,241,1,1,1
6025,3,0,1335000.0,0.0,1,1,0,0,27,145,0,1,1
6026,3,0,370000.0,0.0,1,1,0,0,145,237,0,1,1
6027,2,0,2043000.0,0.0,1,0,3,0,70,189,17,1,1
6028,2,0,281000.0,0.0,1,1,3,0,127,70,7,1,1
6029,2,0,3017000.0,0.0,1,0,3,0,189,169,15,1,2
6030,3,1,1080000.0,0.0,1,1,0,0,27,142,3,1,1
6031,3,1,1220000.0,0.0,1,1,0,0,27,70,6,1,1
6032,4,0,2943500.0,0.0,1,0,3,1,70,189,27,1,1
6033,3,1,900000.0,0.0,1,1,0,0,70,14,0,1,1
6034,2,0,1731000.0,0.0,1,0,3,0,189,70,2,2,2
6035,5,1,7669000.0,133333.33333333334,1,0,2,0,189,70,17,2,3
6036,5,1,1559990.0,0.0,1,1,0,1,82,70,5,1,1
6037,3,1,2215000.0,0.0,1,1,0,0,33,153,1,1,1
6038,3,1,1220000.0,0.0,1,1,0,0,27,70,3,1,1
6039,3,1,1300000.0,0.0,1,1,0,0,70,65,4,1,1
6040,3,1,2100000.0,26580.0,1,1,0,0,8,190,1,1,2
6041,3,0,1220000.0,0.0,1,1,0,0,27,70,0,1,1
6042,4,0,1066500.0,0.0,1,0,3,1,33,104,21,1,2
6043,5,1,810000.0,0.0,1,1,0,1,241,263,0,1,1
6044,5,1,11250000.0,0.0,1,0,2,0,189,33,7,1,2
6045,3,1,2210000.0,0.0,1,0,0,0,166,27,14,1,1
6046,3,1,2540000.0,0.0,1,1,0,0,241,70,2,1,1
6047,3,1,1300000.0,0.0,1,1,0,0,56,190,0,1,1
6048,2,1,4179500.0,0.0,1,1,3,0,70,241,4,1,2
6049,4,1,1553000.0,0.0,1,0,3,1,70,189,14,1,1
6050,3,1,1560000.0,0.0,1,1,0,0,82,70,0,1,1
6051,3,1,300000.0,0.0,1,1,0,0,145,193,0,1,1
6052,3,1,600000.0,0.0,1,1,0,0,241,263,0,1,1
6053,2,0,806500.0,0.0,1,0,3,0,70,253,2,1,2
6054,3,0,1080000.0,0.0,1,0,0,0,27,240,2,1,1
6055,3,0,940000.0,0.0,1,1,0,0,70,27,0,1,1
6056,5,0,11864000.0,0.0,1,1,2,0,70,154,3,1,1
6057,5,0,8815000.0,0.0,1,0,2,1,65,70,8,1,1
6058,2,0,2040500.0,0.0,1,0,3,0,70,189,11,2,4
6059,2,1,3505500.0,0.0,1,1,3,0,33,189,11,1,1
6060,5,0,8832000.0,0.0,1,0,2,0,65,70,3,1,1
6061,2,0,1639000.0,0.0,1,0,3,0,189,70,1,1,2
6062,5,0,1560000.0,0.0,1,1,0,1,82,70,5,1,1
6063,3,1,520000.0,0.0,1,1,0,0,70,127,2,1,1
6064,3,1,2150000.0,0.0,1,1,0,0,20,70,0,1,1
6065,3,1,1300000.0,0.0,1,1,0,0,70,65,6,1,3
6066,3,0,1220000.0,0.0,1,0,0,0,70,27,1,1,1
6067,2,1,2043000.0,0.0,1,0,3,0,189,70,38,2,3
6068,3,1,880000.0,0.0,1,0,0,0,89,145,1,1,1
6069,5,0,1690000.0,0.0,1,0,0,1,70,65,1,1,1
6070,5,1,6000000.0,0.0,1,0,2,0,0,189,1,2,2
6071,3,1,480000.0,0.0,1,1,0,0,40,70,3,1,1
6072,2,1,70000.0,0.0,1,0,3,0,169,70,15,1,1
6073,4,1,1809000.0,16260.0,1,1,3,1,70,33,9,1,1
6074,2,0,635000.0,0.0,1,0,3,0,70,117,23,2,3
6075,3,0,1270000.0,0.0,1,1,0,0,240,234,0,1,1
6076,2,1,2752500.0,0.0,1,0,3,0,189,242,0,1,1
6077,3,0,1300000.0,0.0,1,1,0,0,69,70,5,1,1
6078,5,0,13593000.0,0.0,1,0,2,0,70,249,2,1,1
6079,3,0,1390000.0,0.0,1,0,0,0,70,263,1,1,1
6080,3,1,980000.0,0.0,1,1,0,0,27,263,0,1,1
6081,3,1,1680000.0,0.0,1,1,0,0,65,70,1,1,1
6082,4,1,2026000.0,0.0,1,0,3,1,70,84,1,1,1
6083,5,1,980000.0,0.0,1,1,0,1,70,27,0,1,1
6084,5,1,8833000.0,0.0,1,1,2,0,70,65,1,1,1
6085,5,0,1100000.0,0.0,1,1,0,1,82,169,0,1,1
6086,5,0,9289000.0,0.0,1,1,2,0,145,70,6,1,1
6087,3,1,1760000.0,0.0,1,1,0,0,239,70,3,1,1
6088,3,0,1775000.0,0.0,1,1,0,0,27,117,4,1,1
6089,3,1,1010000.0,0.0,1,1,0,0,84,82,1,1,1
6090,2,0,5033500.0,75000.0,1,0,3,0,169,189,2,1,1
6091,3,1,250000.0,0.0,1,1,0,0,92,65,0,1,1
6092,3,1,1200000.0,0.0,1,1,0,0,33,230,0,1,1
6093,3,1,2850000.0,0.0,1,1,0,0,145,233,6,1,1
6094,2,0,70000.0,0.0,1,0,3,0,70,169,1,1,2
6095,5,0,8830000.0,0.0,1,1,2,0,70,65,21,1,1
6096,3,1,1920000.0,172800.0,1,0,0,0,70,15,0,1,1
6097,3,1,940000.0,0.0,1,0,0,0,70,117,0,1,1
6098,4,0,389500.0,0.0,1,1,3,1,117,64,6,1,1
6099,2,0,2043000.0,0.0,1,0,3,0,70,189,9,1,1
6100,3,1,2200000.0,0.0,1,1,0,0,141,153,2,1,1
6101,2,0,6550000.0,0.0,1,0,3,0,70,189,20,1,1
6102,5,1,9245000.0,0.0,1,1,2,0,70,20,6,1,1
6103,2,0,7200000.0,0.0,1,0,3,0,189,70,16,1,1
6104,3,0,935000.0,0.0,1,1,0,0,27,70,4,1,1
6105,2,0,3837000.0,0.0,1,0,3,0,27,189,20,1,2
6106,5,0,1220000.0,0.0,1,0,0,1,70,27,7,1,1
6107,2,0,4202000.0,0.0,1,0,3,0,70,189,2,1,1
6108,3,0,1560000.0,0.0,1,0,0,0,190,39,10,1,1
6109,5,1,2480000.0,55680.0,1,0,0,1,70,190,1,1,3
6110,2,1,4337000.0,0.0,1,0,3,0,27,189,1,2,2
6111,3,1,910000.0,0.0,1,1,0,0,82,33,1,1,1
6112,2,0,2516500.0,0.0,1,1,3,0,70,110,1,1,2
6113,2,1,3118500.0,0.0,1,0,3,0,56,189,16,1,1
6114,5,0,13400000.0,0.0,1,1,2,0,233,70,11,1,1
6115,3,0,1170000.0,0.0,1,0,0,0,70,213,8,1,1
6116,5,1,8833000.0,400000.0,1,0,2,0,70,65,10,1,1
6117,2,1,4131500.0,0.0,1,0,3,0,27,189,27,2,2
6118,2,1,2983500.0,0.0,1,1,3,0,189,70,1,1,1
6119,2,1,1752000.0,0.0,1,1,3,0,116,70,7,1,1
6120,4,0,3837000.0,8550.0,1,0,3,1,189,27,6,1,1
6121,3,0,935000.0,2820.0,1,1,0,0,27,70,5,1,1
6122,2,1,1536500.0,0.0,1,1,3,0,241,70,1,1,1
6123,2,1,70000.0,0.0,1,1,3,0,169,70,7,1,1
6124,3,1,1275000.0,0.0,1,1,0,0,145,97,2,1,1
6125,3,1,480000.0,0.0,1,1,0,0,161,70,1,1,1
6126,5,0,1350000.0,0.0,1,0,0,1,108,70,3,1,1
6127,3,1,3320000.0,0.0,1,1,0,0,33,56,1,1,1
6128,3,1,935000.0,0.0,1,1,0,0,27,70,3,1,1
6129,3,1,1220000.0,0.0,1,1,0,0,27,70,4,1,1
6130,5,0,11747000.0,0.0,1,0,2,0,56,33,9,1,1
6131,3,1,1220000.0,0.0,1,0,0,0,70,220,1,1,1
6132,4,1,2043000.0,0.0,1,0,3,1,189,70,0,1,1
6133,3,1,450000.0,0.0,1,1,0,0,255,190,1,1,1
6134,3,1,1080000.0,0.0,1,0,0,0,70,110,3,1,1
6135,3,0,2170000.0,0.0,1,1,0,0,46,70,3,1,1
6136,3,1,2820000.0,0.0,1,1,0,0,70,179,0,1,1
6137,5,0,13532000.0,0.0,1,1,2,1,65,189,5,1,1
6138,3,1,1300000.0,0.0,1,0,0,0,70,65,4,1,1
6139,4,0,2043000.0,0.0,1,0,3,1,70,189,18,1,3
6140,3,1,1920000.0,0.0,1,1,0,0,15,70,3,1,1
6141,3,1,1560000.0,0.0,1,1,0,0,70,82,0,1,1
6142,2,1,2983500.0,0.0,1,0,3,0,70,189,3,1,1
6143,5,0,1350000.0,0.0,1,0,0,1,110,169,3,1,1
6144,2,1,9939500.0,0.0,1,0,3,0,189,70,12,2,2
